Address,City,Price,lot_size_m2,living_area_m2,Build year,Build type,House type,Roof,Rooms,Toilet,Floors,Energy label,Position,Garden,est_neigh_price_m2,rooms_total,bedrooms,Bathrooms,province_nl,price_per_sqm
Gele lis 44,Puttershoek,525000.0,223.0,154.0,2007,Bestaande bouw,"Eengezinswoning, geschakelde 2-onder-1-kapwoning",Zadeldak bedekt met pannen,5 kamers (4 slaapkamers),1 badkamer en 2 aparte toiletten,3,A,"Aan rustige weg, beschutte ligging en in woonwijk",Achtertuin en voortuin,7.090,5,4.0,1,Zuid-Holland,3409.090909090909
Moezel 116,Drachten,239000.0,302.0,131.0,1978,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met pannen,5 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,2,B,Aan rustige weg en in woonwijk,Achtertuin en voortuin,6.470,5,4.0,1,Fryslân,1824.4274809160306
Vermeerstraat 42,Bleiswijk,350000.0,163.0,130.0,1970,Bestaande bouw,"Eengezinswoning, tussenwoning (drive-in woning)",Plat dak bedekt met bitumineuze dakbedekking,6 kamers (5 slaapkamers),2 badkamers en 1 apart toilet,3,C,In woonwijk,Achtertuin,760,6,5.0,2,Zuid-Holland,2692.3076923076924
Veldstraat 14,Beegden,535000.0,666.0,153.0,1987,Bestaande bouw,"Eengezinswoning, vrijstaande woning",Zadeldak bedekt met pannen,8 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,2,B,"Aan rustige weg, in bosrijke omgeving en in woonwijk","Achtertuin, voortuin en zijtuin",1.780,8,4.0,1,Limburg,3496.732026143791
Valutaboulevard 12,Amsterdam,575000.0,70.0,137.0,1999,Bestaande bouw,"Eengezinswoning, hoekwoning",Plat dak bedekt met bitumineuze dakbedekking,5 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,4,A,Aan rustige weg en in woonwijk,Zonneterras,14.470,5,3.0,1,Noord-Holland,4197.080291970803
Hemma Oddastrjitte 1,Leeuwarden,885000.0,1.185,200.0,2009,Bestaande bouw,"Villa, vrijstaande woning",Plat dak bedekt met bitumineuze dakbedekking,7 kamers (4 slaapkamers),2 badkamers en 1 apart toilet,2,A,"Aan rustige weg, aan vaarwater, aan water, in woonwijk, open ligging en vrij uitzicht",Tuin rondom,835,7,4.0,2,Fryslân,4425.0
Moldaustroom 47,Zoetermeer,525000.0,129.0,177.0,2006,Bestaande bouw,"Eengezinswoning, eindwoning",Plat dak bedekt met bitumineuze dakbedekking,6 kamers (5 slaapkamers),2 badkamers en 2 aparte toiletten,3,A,Aan rustige weg en in woonwijk,Achtertuin,16.005,6,5.0,2,Zuid-Holland,2966.101694915254
de Marsjes 71,Hellendoorn,549500.0,436.0,135.0,1983,Bestaande bouw,"Eengezinswoning, vrijstaande woning",Zadeldak bedekt met bitumineuze dakbedekking en pannen,5 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,2,B,Aan rustige weg en in woonwijk,Tuin rondom,1.105,5,3.0,1,Overijssel,4070.3703703703704
Merwedestraat 1,Maasdam,749000.0,494.0,190.0,1969,Bestaande bouw,"Bungalow, vrijstaande woning (semi-bungalow)",Plat dak bedekt met bitumineuze dakbedekking,6 kamers (5 slaapkamers),2 badkamers en 1 apart toilet,2,C,Beschutte ligging en in woonwijk,"Achtertuin, voortuin en zijtuin",2.965,6,5.0,2,Zuid-Holland,3942.1052631578946
Ambachtsherenlaan 146,Zoetermeer,450000.0,113.0,118.0,2016,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met pannen,5 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,3,A,"Aan rustige weg, in centrum en in woonwijk",Achtertuin en voortuin,4.935,5,3.0,1,Zuid-Holland,3813.5593220338983
Verlengde Kerkeboslaan 12,Wassenaar,1350000.0,1.494,269.0,1939,Bestaande bouw,"Villa, 2-onder-1-kapwoning",Zadeldak bedekt met pannen,6 kamers (4 slaapkamers),3 badkamers en 2 aparte toiletten,3,D,"Aan bosrand, beschutte ligging en in woonwijk","Achtertuin, voortuin en zijtuin",1.350,6,4.0,3,Zuid-Holland,5018.587360594795
Zandschelstraat 14,Goirle,345000.0,250.0,101.0,1930,Bestaande bouw,"Eengezinswoning, hoekwoning",Zadeldak bedekt met pannen,4 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,2,C,Aan rustige weg,Achtertuin en voortuin,115,4,3.0,1,Noord-Brabant,3415.841584158416
Hopklaver 5,Hendrik-Ido-Ambacht,420000.0,146.0,141.0,2003,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met pannen,6 kamers (5 slaapkamers),1 badkamer en 1 apart toilet,3,A,Aan rustige weg en in woonwijk,Achtertuin en voortuin,7.770,6,5.0,1,Zuid-Holland,2978.723404255319
Amaliahof 23,Ruurlo,445000.0,205.0,166.0,2005,Bestaande bouw,"Eengezinswoning, vrijstaande woning",Zadeldak bedekt met pannen,6 kamers (5 slaapkamers),2 badkamers en 1 apart toilet,2,B,Aan rustige weg en in woonwijk,Tuin rondom,1.345,6,5.0,2,Gelderland,2680.722891566265
Oranjelaan 17,Bodegraven,395000.0,140.0,96.0,1932,Bestaande bouw,"Eengezinswoning, 2-onder-1-kapwoning",Zadeldak bedekt met pannen,5 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,2,E,"Aan drukke weg, beschutte ligging, in centrum en in woonwijk",Achtertuin en voortuin,€ 3.813,5,3.0,1,Zuid-Holland,4114.583333333333
Geerland 72,Kudelstaart,475000.0,204.0,132.0,1978,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met pannen,5 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,2,C,Beschutte ligging en in woonwijk,Achtertuin en voortuin,9.275,5,4.0,1,Noord-Holland,3598.4848484848485
La Reinestraat 1,Andijk,300000.0,168.0,114.0,1972,Bestaande bouw,"Eengezinswoning, eindwoning",Zadeldak bedekt met pannen,5 kamers (5 slaapkamers),1 badkamer en 1 apart toilet,3,C,Aan rustige weg en in woonwijk,Achtertuin en voortuin,1.510,5,5.0,1,Noord-Holland,2631.5789473684213
Westerweg 381,Heiloo,695000.0,678.0,177.0,1965,Bestaande bouw,"Villa, vrijstaande woning",Zadeldak bedekt met pannen,6 kamers (3 slaapkamers),2 badkamers en 1 apart toilet,2,D,Beschutte ligging en in woonwijk,"Achtertuin, voortuin en zijtuin",555,6,3.0,2,Noord-Holland,3926.553672316384
Europaweg 329,Nieuw-Schoonebeek,500000.0,19.055,264.0,1960,Bestaande bouw,"Woonboerderij, vrijstaande woning",Zadeldak bedekt met pannen,10 kamers (7 slaapkamers),2 badkamers en 2 aparte toiletten,2,D,"Beschutte ligging, buiten bebouwde kom en landelijk gelegen",Tuin rondom,245,10,7.0,2,Drenthe,1893.939393939394
Westenenkerweg 12,Apeldoorn,498500.0,315.0,97.0,1929,Bestaande bouw,"Eengezinswoning, vrijstaande woning",Zadeldak bedekt met pannen,5 kamers (3 slaapkamers),1 badkamer en 2 aparte toiletten,2,G,In woonwijk,"Achtertuin, voortuin en zijtuin",3.630,5,3.0,1,Gelderland,5139.1752577319585
Wildschutweg 9,Wijdewormer,348500.0,260.0,83.0,,Bestaande bouw,"Eengezinswoning, 2-onder-1-kapwoning",Zadeldak bedekt met bitumineuze dakbedekking,5 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,2,F,In woonwijk,"Achtertuin, voortuin en zijtuin",990,5,3.0,1,Noord-Holland,4198.795180722892
Wallestein 25,Loenen aan de Vecht,525000.0,223.0,140.0,1974,Bestaande bouw,"Eengezinswoning, hoekwoning",Zadeldak bedekt met pannen,5 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,3,C,Aan rustige weg en in woonwijk,Achtertuin en voortuin,1.550,5,4.0,1,Utrecht,3750.0
Raadhuisstraat 7,Maurik,685000.0,604.0,202.0,1984,Bestaande bouw,"Eengezinswoning, vrijstaande woning",Zadeldak bedekt met pannen,5 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,2,C,Aan rustige weg en in woonwijk,Tuin rondom,3.155,5,3.0,1,Gelderland,3391.089108910891
Nonnenwater 4,Gouda,595000.0,119.0,119.0,1875,Bestaande bouw,"Eengezinswoning, tussenwoning",Mansarde dak bedekt met pannen,3 kamers (2 slaapkamers),1 badkamer en 1 apart toilet,2,Niet verplicht,In centrum,Patio/atrium,2.135,3,2.0,1,Zuid-Holland,5000.0
Kortenhoefsedijk 8,Kortenhoef,995000.0,370.0,156.0,1985,Bestaande bouw,"Villa, 2-onder-1-kapwoning",Schilddak bedekt met pannen,6 kamers (5 slaapkamers),1 badkamer en 2 aparte toiletten,2,C,"Aan rustige weg, in woonwijk en vrij uitzicht","Achtertuin, voortuin en zijtuin",6.065,6,5.0,1,Noord-Holland,6378.205128205128
Oppers 96,Wolvega,550000.0,2.72,141.0,1967,Bestaande bouw,"Bungalow, vrijstaande woning",Dwarskap bedekt met pannen,6 kamers (5 slaapkamers),2 badkamers en 1 apart toilet,2,C,,Tuin rondom,1.225,6,5.0,2,Fryslân,3900.709219858156
Stanleystraat 29,Hulst,395000.0,287.0,130.0,2001,Bestaande bouw,"Eengezinswoning, geschakelde woning",Zadeldak bedekt met pannen,5 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,3,B,,Achtertuin en voortuin,1.120,5,4.0,1,Zeeland,3038.4615384615386
Lageweg 38,Ouderkerk aan den IJssel,895000.0,1.748,197.0,1979,Bestaande bouw,"Villa, vrijstaande woning",Zadeldak bedekt met bitumineuze dakbedekking en pannen,5 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,3,A+,"Aan water, beschutte ligging, buiten bebouwde kom, landelijk gelegen, open ligging en vrij uitzicht","Achtertuin, tuin rondom, voortuin en zijtuin",1.435,5,4.0,1,Zuid-Holland,4543.147208121827
Noteboomstraat 15,Winterswijk,239000.0,170.0,84.0,1935,Bestaande bouw,"Eengezinswoning, 2-onder-1-kapwoning",Zadeldak bedekt met pannen,4 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,2,G,,Achtertuin en voortuin,6.460,4,3.0,1,Gelderland,2845.2380952380954
Udenseweg 10 a,Zeeland,1150000.0,8.173,244.0,1980,Bestaande bouw,"Villa, vrijstaande woning",Zadeldak bedekt met pannen,10 kamers (4 slaapkamers),2 badkamers en 1 apart toilet,2,C,Vrij uitzicht,Tuin rondom,4.875,10,4.0,2,Noord-Brabant,4713.11475409836
Brinkgreverweg 232,Deventer,595000.0,292.0,147.0,1932,Bestaande bouw,"Herenhuis, 2-onder-1-kapwoning",Samengesteld dak bedekt met pannen,6 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,2,D,In woonwijk,"Achtertuin, voortuin en zijtuin",1.450,6,4.0,1,Overijssel,4047.6190476190477
Coornhertlaan 15,Eindhoven,3200000.0,979.0,295.0,2016,Bestaande bouw,"Villa, vrijstaande woning",Zadeldak bedekt met pannen,5 kamers (2 slaapkamers),2 badkamers en 1 apart toilet,3,A+++,"Aan park, aan rustige weg, in woonwijk en vrij uitzicht",Tuin rondom,290,5,2.0,2,Noord-Brabant,10847.457627118643
Pôlle 12,Rotsterhaule,1240000.0,4.598,365.0,1900,Bestaande bouw,"Woonboerderij, vrijstaande woning",Schilddak bedekt met pannen,12 kamers (7 slaapkamers),2 badkamers en 1 apart toilet,2,A,"Aan rustige weg, buiten bebouwde kom, in bosrijke omgeving, landelijk gelegen en vrij uitzicht",Tuin rondom,575,12,7.0,2,Fryslân,3397.2602739726026
Hoogstraat 18,Wijk bij Duurstede,875000.0,435.0,229.0,1961,Bestaande bouw,"Herenhuis, 2-onder-1-kapwoning",Zadeldak bedekt met pannen,7 kamers,2 badkamers,2,A,"Aan rustige weg, beschutte ligging en in centrum","Achtertuin, voortuin en zijtuin",1.235,7,,2,Utrecht,3820.960698689956
Westerbosje 2,Exloo,535000.0,1.305,225.0,1972,Bestaande bouw,"Eengezinswoning, vrijstaande woning",Zadeldak bedekt met pannen,8 kamers (4 slaapkamers),1 badkamer en 2 aparte toiletten,2,D,In woonwijk,"Achtertuin, voortuin en zijtuin",€ 2.593,8,4.0,1,Drenthe,2377.777777777778
Zesstedenweg 245,Grootebroek,600000.0,650.0,312.0,1958,Bestaande bouw,"Eengezinswoning, vrijstaande woning",Schilddak bedekt met bitumineuze dakbedekking en pannen,11 kamers (6 slaapkamers),2 badkamers en 2 aparte toiletten,2,B,Aan vaarwater,Achtertuin en voortuin,€ 2.894,11,6.0,2,Noord-Holland,1923.076923076923
Wislaan 215,Uden,525000.0,224.0,145.0,2000,Bestaande bouw,"Eengezinswoning, 2-onder-1-kapwoning",Lessenaardak bedekt met pannen,5 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,2,B,Aan rustige weg en in woonwijk,Achtertuin en voortuin,4.900,5,4.0,1,Noord-Brabant,3620.689655172414
Julianaweg 71,Wijk aan Zee,1495000.0,1.69,343.0,1933,Bestaande bouw,"Villa, vrijstaande woning",Samengesteld dak bedekt met bitumineuze dakbedekking en pannen,8 kamers (6 slaapkamers),1 badkamer en 1 apart toilet,3,C,Aan bosrand en vrij uitzicht,Tuin rondom,2.175,8,6.0,1,Noord-Holland,4358.600583090379
Roerdomplaan 98,Aalsmeer,440000.0,170.0,143.0,1975,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met pannen,5 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,3,C,In woonwijk,Achtertuin en voortuin,2.540,5,4.0,1,Noord-Holland,3076.923076923077
Willinklaan 6,Oegstgeest,895000.0,196.0,148.0,1951,Bestaande bouw,"Herenhuis, tussenwoning",Zadeldak bedekt met pannen,6 kamers (5 slaapkamers),2 badkamers en 1 apart toilet,3,D,Aan rustige weg,Achtertuin en voortuin,4.345,6,5.0,2,Zuid-Holland,6047.2972972972975
Goudsbloemstraat 8,'s-Gravendeel,625000.0,502.0,151.0,1980,Bestaande bouw,"Bungalow, vrijstaande woning (semi-bungalow)",Dwarskap bedekt met bitumineuze dakbedekking en pannen,4 kamers (3 slaapkamers),1 badkamer en 2 aparte toiletten,2,C,"Aan rustige weg, beschutte ligging, in centrum, in woonwijk en vrij uitzicht",Tuin rondom,7.965,4,3.0,1,Zuid-Holland,4139.07284768212
Generaal Kraijenhoffstraat 91,Naarden,475000.0,253.0,97.0,1960,Bestaande bouw,"Eengezinswoning, hoekwoning",Zadeldak bedekt met pannen,5 kamers (2 slaapkamers),1 badkamer en 1 apart toilet,2,D,Aan rustige weg en in woonwijk,"Achtertuin, voortuin en zijtuin",3.755,5,2.0,1,Noord-Holland,4896.907216494846
Rietgras 27,De Goorn,895000.0,565.0,213.0,2007,Bestaande bouw,"Villa, vrijstaande woning",Lessenaardak bedekt met pannen,7 kamers (6 slaapkamers),2 badkamers en 1 apart toilet,2,A,Aan water en in woonwijk,"Achtertuin, voortuin en zijtuin",950,7,6.0,2,Noord-Holland,4201.8779342723
Hordijk 135,Rotterdam,425000.0,313.0,123.0,1935,Bestaande bouw,"Eengezinswoning, hoekwoning (dijkwoning)",Zadeldak bedekt met pannen,6 kamers (5 slaapkamers),1 badkamer en 1 apart toilet,4,D,"Aan rustige weg, beschutte ligging en in woonwijk","Achtertuin, voortuin en zijtuin",28.875,6,5.0,1,Zuid-Holland,3455.2845528455287
Den Ilp 27 A,Den Ilp,989011.0,315.0,177.0,2010,Bestaande bouw,"Eengezinswoning, 2-onder-1-kapwoning",Zadeldak bedekt met pannen,6 kamers (5 slaapkamers),2 badkamers en 2 aparte toiletten,3,A,Aan vaarwater en aan water,"Achtertuin, voortuin en zijtuin",,6,5.0,2,Noord-Holland,5587.632768361582
Kleefsestraat 1,Uden,535000.0,458.0,190.0,1964,Bestaande bouw,"Eengezinswoning, 2-onder-1-kapwoning",Zadeldak bedekt met pannen,11 kamers (6 slaapkamers),2 badkamers en 1 apart toilet,2,F,Aan rustige weg,Achtertuin en voortuin,2.480,11,6.0,2,Noord-Brabant,2815.7894736842104
Ooststraat 18,Kortgene,239000.0,206.0,97.0,1890,Bestaande bouw,"Eengezinswoning, eindwoning",Plat dak bedekt met bitumineuze dakbedekking,6 kamers (4 slaapkamers),1 badkamer,2,E,Aan rustige weg en in centrum,Achtertuin en voortuin,1.410,6,4.0,1,Zeeland,2463.917525773196
Groot Hoefblad 4,Grootegast,450000.0,650.0,125.0,1997,Bestaande bouw,"Eengezinswoning, vrijstaande woning",Samengesteld dak bedekt met bitumineuze dakbedekking en pannen,5 kamers (4 slaapkamers),2 badkamers en 1 apart toilet,2,B,Aan rustige weg en in woonwijk,"Achtertuin, voortuin, zijtuin en zonneterras",3.340,5,4.0,2,Groningen,3600.0
Het Lariksbos 6,Apeldoorn,595000.0,255.0,136.0,2007,Bestaande bouw,"Eengezinswoning, vrijstaande woning",Zadeldak bedekt met pannen,4 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,2,A,,Achtertuin en voortuin,1.760,4,3.0,1,Gelderland,4375.0
Bovenste Molenweg 3,Venlo,1100000.0,4.29,195.0,1956,Bestaande bouw,"Villa, vrijstaande woning",Zadeldak bedekt met pannen,8 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,2,A,,Tuin rondom,,8,4.0,1,Limburg,5641.025641025641
Sweelinckstraat 6,Gorinchem,339000.0,141.0,108.0,1986,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met pannen,5 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,3,B,In woonwijk,Achtertuin en voortuin,2.155,5,4.0,1,Zuid-Holland,3138.8888888888887
Tramwijk ZZ 132,Nieuw-Weerdinge,325000.0,1.531,126.0,1926,Bestaande bouw,"Eengezinswoning, vrijstaande woning",Zadeldak bedekt met pannen,6 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,2,C,Aan rustige weg en vrij uitzicht,Achtertuin,235,6,4.0,1,Drenthe,2579.3650793650795
Drususlaan 37,De Meern,565000.0,181.0,140.0,2005,Bestaande bouw,"Eengezinswoning, eindwoning",Samengesteld dak bedekt met bitumineuze dakbedekking en pannen,5 kamers (4 slaapkamers),1 badkamer en 2 aparte toiletten,3,A,"Aan park, aan rustige weg en in woonwijk",Achtertuin en voortuin,9.340,5,4.0,1,Utrecht,4035.714285714286
Willem Zelleweg 61,Goes,389000.0,296.0,120.0,1997,Bestaande bouw,"Eengezinswoning, 2-onder-1-kapwoning",Plat dak,6 kamers (5 slaapkamers),1 badkamer en 1 apart toilet,3,B,"Aan rustige weg, beschutte ligging en in woonwijk","Achtertuin, voortuin en zijtuin",4.260,6,5.0,1,Zeeland,3241.6666666666665
Boelestein 39,Amersfoort,425000.0,144.0,109.0,1985,Bestaande bouw,"Eengezinswoning, tussenwoning",Dwarskap bedekt met pannen,6 kamers (5 slaapkamers),1 badkamer en 1 apart toilet,3,C,Aan water en in woonwijk,Achtertuin,€ 3.619,6,5.0,1,Utrecht,3899.0825688073396
Baansingel 154 B,Alkmaar,650000.0,114.0,169.0,2015,Bestaande bouw,"Eengezinswoning, tussenwoning",Plat dak,7 kamers (6 slaapkamers),1 badkamer en 1 apart toilet,3,A,Aan rustige weg en in woonwijk,Achtertuin,2.760,7,6.0,1,Noord-Holland,3846.153846153846
Kruisweg 1099,Hoofddorp,625000.0,365.0,133.0,1940,Bestaande bouw,"Eengezinswoning, 2-onder-1-kapwoning",Zadeldak bedekt met pannen,5 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,3,C,"Aan rustige weg, in centrum, in woonwijk en vrij uitzicht","Achtertuin, voortuin en zijtuin",3.445,5,4.0,1,Noord-Holland,4699.248120300752
Dijkstraat 13,Hansweert,449000.0,243.0,170.0,2015,Bestaande bouw,"Herenhuis, tussenwoning",Plat dak,4 kamers (2 slaapkamers),1 badkamer en 1 apart toilet,2,A,In centrum,Achtertuin,625,4,2.0,1,Zeeland,2641.176470588235
Contrabas 51,Etten-Leur,315000.0,134.0,131.0,1979,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met pannen,5 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,3,C,In woonwijk,Achtertuin en voortuin,1.655,5,3.0,1,Noord-Brabant,2404.5801526717555
Neckardal 17,Capelle aan den IJssel,375000.0,188.0,109.0,1978,Bestaande bouw,"Eengezinswoning, tussenwoning",Plat dak bedekt met bitumineuze dakbedekking,4 kamers (3 slaapkamers),1 badkamer,2,C,In woonwijk,Achtertuin en zijtuin,1.880,4,3.0,1,Zuid-Holland,3440.3669724770643
Kastanjelaan 10,Terneuzen,395000.0,489.0,114.0,2003,Bestaande bouw,"Eengezinswoning, geschakelde woning",Schilddak bedekt met pannen,5 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,2,B,"Aan park, in woonwijk en vrij uitzicht","Achtertuin, voortuin en zonneterras",1.470,5,3.0,1,Zeeland,3464.9122807017543
Frans Naereboutrede 7,Capelle aan den IJssel,350000.0,200.0,90.0,1981,Bestaande bouw,"Eengezinswoning, tussenwoning",Samengesteld dak bedekt met pannen,4 kamers (3 slaapkamers),1 badkamer,2,C,Beschutte ligging en in woonwijk,Achtertuin en zijtuin,1.095,4,3.0,1,Zuid-Holland,3888.8888888888887
Werf 8,Eibergen,359000.0,217.0,162.0,1995,Bestaande bouw,"Eengezinswoning, geschakelde 2-onder-1-kapwoning",Zadeldak bedekt met pannen,5 kamers (3 slaapkamers),2 badkamers,3,B,Aan rustige weg en in woonwijk,Achtertuin en voortuin,710,5,3.0,2,Gelderland,2216.0493827160494
Dolomiet 14,Eindhoven,595000.0,270.0,170.0,1992,Bestaande bouw,"Eengezinswoning, 2-onder-1-kapwoning",Zadeldak bedekt met bitumineuze dakbedekking en pannen,5 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,3,A,Aan rustige weg en in woonwijk,"Achtertuin, voortuin en zonneterras",2.065,5,4.0,1,Noord-Brabant,3500.0
Valettaweide 7,Hellevoetsluis,995000.0,947.0,215.0,2008,Bestaande bouw,"Villa, vrijstaande woning",Zadeldak bedekt met pannen,6 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,3,A,"Aan rustige weg, aan water en in woonwijk",Tuin rondom,2.000,6,4.0,1,Zuid-Holland,4627.906976744186
Sjorsstraat 33,Almere,400000.0,122.0,123.0,2013,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met pannen,5 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,2,A,"Aan rustige weg, in woonwijk en vrij uitzicht",Achtertuin en voortuin,6.870,5,3.0,1,Flevoland,3252.032520325203
Steenbergenstraat 17,Eindhoven,350000.0,135.0,110.0,1938,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met pannen,5 kamers (4 slaapkamers),1 badkamer en 2 aparte toiletten,3,E,Aan rustige weg en in woonwijk,Achtertuin en voortuin,3.930,5,4.0,1,Noord-Brabant,3181.818181818182
M. van Zantenstraat 26,Nieuwer Ter Aa,395000.0,148.0,123.0,1973,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met pannen,5 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,3,C,"Aan rustige weg, in woonwijk en landelijk gelegen",Achtertuin en voortuin,485,5,4.0,1,Utrecht,3211.3821138211383
Meerzicht 1,Abcoude,600000.0,203.0,93.0,1963,Bestaande bouw,"Eengezinswoning, hoekwoning",Zadeldak bedekt met pannen,4 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,2,D,"Aan rustige weg, in woonwijk en vrij uitzicht","Achtertuin, voortuin en zijtuin",4.565,4,3.0,1,Utrecht,6451.612903225807
Vaartdijk 12,Assendelft,1050000.0,1.156,197.0,1740,Bestaande bouw,"Landhuis, vrijstaande woning",Zadeldak bedekt met pannen,6 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,2,E,"Aan vaarwater, aan water, landelijk gelegen, open ligging en vrij uitzicht",Tuin rondom,1.410,6,3.0,1,Noord-Holland,5329.94923857868
Geversstraat 26,Oegstgeest,849000.0,204.0,179.0,1924,Bestaande bouw,"Eengezinswoning, hoekwoning",Samengesteld dak bedekt met pannen,6 kamers (5 slaapkamers),1 badkamer en 2 aparte toiletten,3,C,Aan drukke weg,"Achtertuin, voortuin en zijtuin",4.345,6,5.0,1,Zuid-Holland,4743.016759776537
Kruisnetlaan 206,Hoogvliet Rotterdam,325000.0,156.0,137.0,1972,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met pannen,6 kamers (5 slaapkamers),1 badkamer en 1 apart toilet,3,C,In woonwijk,Achtertuin en voortuin,22.330,6,5.0,1,Zuid-Holland,2372.2627737226276
Prins Constantijnlaan 2,Badhoevedorp,945000.0,624.0,167.0,1976,Bestaande bouw,"Bungalow, hoekwoning",Plat dak bedekt met bitumineuze dakbedekking,5 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,2,C,"Aan rustige weg, beschutte ligging en in woonwijk",Tuin rondom,1.630,5,3.0,1,Noord-Holland,5658.682634730539
Norbertushof 12,Vianen (UT),825000.0,680.0,174.0,1976,Bestaande bouw,"Villa, vrijstaande woning",Lessenaardak bedekt met pannen,4 kamers (3 slaapkamers),2 badkamers en 1 apart toilet,2,C,"Aan rustige weg, beschutte ligging en in woonwijk",Tuin rondom,€ 3.207,4,3.0,2,,4741.379310344828
Koningin Julianalaan 23,Voorschoten,585000.0,151.0,131.0,1955,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met pannen,6 kamers (5 slaapkamers),1 badkamer en 2 aparte toiletten,3,D,,Achtertuin en voortuin,2.225,6,5.0,1,Zuid-Holland,4465.6488549618325
